1007.0,33.4
1006.0,43.7
1004.0,20.8
1002.0,25.6
1002.0,15.7
1002.0,5.6
1003.0,2.9
1003.0,2.8
1004.0,4.3
1004.0,5.4
1005.0,5.3
1003.0,11.8
1003.0,6.5
1005.0,6.9
1005.0,9.5
1006.0,11.9
1006.0,13.0
1007.0,9.3
1006.0,12.0
1005.0,20.9
1005.0,18.9
1005.0,39.5
1005.0,44.6
1006.0,82.5
1010.0,62.6
1011.0,90.2
1013.0,112.8
1015.0,95.2
1014.0,28.2
1013.0,31.7
1010.0,66.2
1015.0,85.1
1013.0,112.8
1012.0,140.6
1013.0,103.9
1015.0,75.2
1014.0,119.0
1014.0,89.8
1011.0,91.2
1012.0,99.7
1012.0,96.8
1013.0,53.8
1014.0,69.0
1013.0,78.9
1012.0,35.4
1005.0,11.3
1003.0,25.4
1002.0,35.3
1002.0,14.1
1002.0,20.7
1003.0,26.3
1004.0,13.6
1004.0,5.3
1000.0,5.0
999.0,11.6
1007.0,4.8
1006.0,24.5
1007.0,38.2
1007.0,22.8
1007.0,58.9
1006.0,101.8
1020.0,104.9
1018.0,90.8
1017.0,69.1
1015.0,66.8
1017.0,100.9
1020.0,68.1
1016.0,16.2
1017.0,39.9
1019.0,41.9
1013.0,19.1
1011.0,10.7
1004.0,79.5
1003.0,37.6
1002.0,30.6
1002.0,42.4
1001.0,26.4
1000.0,46.3
1001.0,56.9
1003.0,84.2
1002.0,107.7
1002.0,19.9
1001.0,27.3
1004.0,43.8
1006.0,55.1
1004.0,131.7
1015.0,176.1
1015.0,237.2
1016.0,136.7
1016.0,537.8
1021.0,397.8
1017.0,56.3
1017.0,236.3
1010.0,175.0
1011.0,242.6
1012.0,112.0
1012.0,117.0
1007.0,40.8
1007.0,73.6
1008.0,21.7
1006.0,5.9
1005.0,18.0
1004.0,17.9
1005.0,7.8
1006.0,12.4
1006.0,3.6
1007.0,7.3
1008.0,45.4
1006.0,20.8
1006.0,6.2
1006.0,4.0
1005.0,3.6
1007.0,5.4
1008.0,4.5
1008.0,3.9
1007.0,9.8
1009.0,19.3
1008.0,18.5
1007.0,15.0
1007.0,50.0
1012.0,32.5
1013.0,74.6
1011.0,67.9
1012.0,57.5
1014.0,59.6
1013.0,56.1
1014.0,54.1
1013.0,52.7
1014.0,60.3
1014.0,33.2
1015.0,7.6
1013.0,105.3
1012.0,13.8
1012.0,47.0
1012.0,35.4
1012.0,21.0
1015.0,80.9
1012.0,63.7
1012.0,77.6
1014.0,51.0
1014.0,40.2
1014.0,22.9
1014.0,31.8
1015.0,61.5
1005.0,9.5
1007.0,13.2
1007.0,8.8
1008.0,5.7
1005.0,9.0
1004.0,7.9
1005.0,10.1
1006.0,5.2
1007.0,12.8
1007.0,13.5
1006.0,2.3
1004.0,3.2
1008.0,11.2
1006.0,6.9
1007.0,9.5
1009.0,11.8
1008.0,17.3
1007.0,1.0
1009.0,11.8
1012.0,63.4
1012.0,78.7
1013.0,47.2
1015.0,22.8
1013.0,19.7
1009.0,18.6
1013.0,4.3
1013.0,28.1
1014.0,60.8
1016.0,13.8
1013.0,13.2
1015.0,15.8
1015.0,19.2
1014.0,22.3
1015.0,20.3
1013.0,12.5
1018.0,25.7
1018.0,27.2
1018.0,23.5
1018.0,28.8
1017.0,95.8
1013.0,79.3
1013.0,69.1
1015.0,29.5
1014.0,55.8
1009.0,29.6
1002.0,12.3
1003.0,9.6
1004.0,6.5
1000.0,25.2
1006.0,6.0
1006.0,8.9
1006.0,9.8
1014.0,25.6
1013.0,42.4
1014.0,64.3
1017.0,254.1
1016.0,138.5
1020.0,110.2
1017.0,30.7
1018.0,45.6
1020.0,38.3
1018.0,110.0
1017.0,38.0
1015.0,33.5
1016.0,42.4
1015.0,30.9
1011.0,24.8
1009.0,24.3
1009.0,9.1
1008.0,28.1
1007.0,32.1
1004.0,21.8
1003.0,26.5
1002.0,15.5
1003.0,5.8
1003.0,8.0
1005.0,9.1
1005.0,12.1
1005.0,11.8
1004.0,26.2
1002.0,21.3
1004.0,2.9
1004.0,9.2
1006.0,11.3
1007.0,24.7
1006.0,35.7
1005.0,77.7
1012.0,77.9
1011.0,45.5
1013.0,34.4
1013.0,29.3
1012.0,42.6
1012.0,57.8
1012.0,43.9
1013.0,86.6
1014.0,149.2
1015.0,58.8
1010.0,60.4
1008.0,36.0
1011.0,3.5
1012.0,2.9
1009.0,2.8
1009.0,0.9
1009.0,1.9
1008.0,1.1
1008.0,1.0
1009.0,1.4
1010.0,1.2
1009.0,0.5
1009.0,0.8
1010.0,1.6
1010.0,1.5
1011.0,1.2
1010.0,3.1
1010.0,1.3
1010.0,1.7
1009.0,3.8
1009.0,0.9
1010.0,1.3
1010.0,1.6
1009.0,0.7
1008.0,15.1
1011.0,19.9
1011.0,7.9
