2.9,33.4
2.9,43.7
3.4,20.8
5.6,25.6
5.4,15.7
9.8,5.6
6.3,2.9
8.3,2.8
5.4,4.3
6.9,5.4
4.7,5.3
6.3,11.8
10.7,6.5
2.9,6.9
2.9,9.5
3.6,11.9
3.4,13.0
3.4,9.3
5.1,12.0
3.6,20.9
3.1,18.9
2.2,39.5
2.2,44.6
4.7,82.5
3.6,62.6
2.2,90.2
2.2,112.8
2.2,95.2
4.9,28.2
3.8,31.7
5.1,66.2
2.2,85.1
5.8,112.8
5.4,140.6
9.2,103.9
2.2,75.2
2.2,119.0
3.1,89.8
6.0,91.2
2.2,99.7
4.3,96.8
5.4,53.8
4.0,69.0
2.2,78.9
2.5,35.4
9.2,11.3
8.3,25.4
3.6,35.3
12.5,14.1
15.4,20.7
15.2,26.3
10.1,13.6
8.9,5.3
13.4,5.0
13.6,11.6
4.5,4.8
6.7,24.5
7.2,38.2
8.1,22.8
4.3,58.9
2.5,101.8
6.7,104.9
6.7,90.8
7.2,69.1
7.2,66.8
8.1,100.9
5.8,68.1
6.0,16.2
5.8,39.9
8.1,41.9
3.1,19.1
10.1,10.7
8.1,79.5
5.4,37.6
5.8,30.6
10.7,42.4
7.4,26.4
7.4,46.3
4.0,56.9
5.6,84.2
10.5,107.7
6.3,19.9
8.3,27.3
4.7,43.8
2.9,55.1
2.5,131.7
5.1,176.1
6.5,237.2
6.3,136.7
2.2,537.8
3.1,397.8
4.0,56.3
6.3,236.3
11.9,175.0
2.2,242.6
8.1,112.0
2.2,117.0
10.7,40.8
3.8,73.6
5.6,21.7
8.1,5.9
14.3,18.0
16.3,17.9
10.7,7.8
13.0,12.4
11.0,3.6
11.2,7.3
14.5,45.4
8.9,20.8
15.9,6.2
13.6,4.0
11.6,3.6
11.0,5.4
10.5,4.5
3.6,3.9
3.6,9.8
4.7,19.3
3.6,18.5
4.9,15.0
6.5,50.0
4.0,32.5
2.2,74.6
5.8,67.9
5.1,57.5
3.8,59.6
3.4,56.1
3.4,54.1
2.2,52.7
6.0,60.3
6.5,33.2
4.0,7.6
7.2,105.3
11.0,13.8
2.2,47.0
2.2,35.4
6.7,21.0
4.0,80.9
4.5,63.7
5.4,77.6
8.9,51.0
4.9,40.2
8.7,22.9
6.3,31.8
5.4,61.5
2.7,9.5
2.2,13.2
2.2,8.8
2.2,5.7
2.2,9.0
2.2,7.9
2.2,10.1
2.2,5.2
2.2,12.8
2.2,13.5
2.2,2.3
2.2,3.2
